Ticket ID,Ticket Subject,Ticket Type,predicted_type,Ticket Priority,predicted_priority
504,Cancellation request,Technical issue,Cancellation request,Medium,Critical
505,Account access,Product inquiry,Product inquiry,Low,Low
506,Peripheral compatibility,Billing inquiry,Billing inquiry,Critical,Critical
507,Data loss,Cancellation request,Technical issue,Critical,Medium
508,Payment issue,Cancellation request,Cancellation request,Critical,Critical
509,Product recommendation,Cancellation request,Technical issue,Low,Low
510,Product compatibility,Product inquiry,Billing inquiry,High,High
511,Product setup,Refund request,Cancellation request,Low,Low
512,Battery life,Product inquiry,Product inquiry,Low,Medium
513,Peripheral compatibility,Refund request,Technical issue,Low,Low
514,Refund request,Product inquiry,Billing inquiry,Critical,Critical
515,Delivery problem,Technical issue,Product inquiry,Critical,Low
516,Product recommendation,Technical issue,Technical issue,Medium,Medium
517,Software bug,Billing inquiry,Refund request,Critical,Critical
518,Network problem,Billing inquiry,Product inquiry,High,High
519,Account access,Product inquiry,Product inquiry,Critical,Medium
520,Delivery problem,Technical issue,Billing inquiry,Critical,High
521,Software bug,Cancellation request,Cancellation request,Critical,Critical
522,Product compatibility,Product inquiry,Product inquiry,Low,Low
523,Network problem,Product inquiry,Product inquiry,High,Low
524,Installation support,Cancellation request,Cancellation request,High,Low
525,Battery life,Refund request,Technical issue,Low,Low
526,Product setup,Refund request,Refund request,Medium,Medium
527,Display issue,Refund request,Cancellation request,Critical,Medium
528,Delivery problem,Refund request,Refund request,Critical,Low
529,Product compatibility,Product inquiry,Technical issue,Low,Low
530,Hardware issue,Cancellation request,Cancellation request,Medium,Medium
531,Product compatibility,Billing inquiry,Billing inquiry,Medium,Medium
532,Peripheral compatibility,Cancellation request,Cancellation request,Low,Low
533,Peripheral compatibility,Refund request,Technical issue,High,High
534,Product compatibility,Product inquiry,Product inquiry,Medium,Critical
535,Account access,Technical issue,Technical issue,Medium,Medium
536,Account access,Refund request,Technical issue,Medium,Medium
537,Peripheral compatibility,Technical issue,Technical issue,Medium,Critical
538,Battery life,Technical issue,Technical issue,High,High
539,Payment issue,Technical issue,Cancellation request,Medium,Medium
540,Cancellation request,Cancellation request,Cancellation request,Medium,Medium
541,Software bug,Product inquiry,Product inquiry,Critical,Critical
542,Network problem,Cancellation request,Cancellation request,Medium,High
543,Product compatibility,Cancellation request,Cancellation request,Medium,Critical
544,Display issue,Refund request,Refund request,Low,Critical
545,Payment issue,Cancellation request,Cancellation request,Critical,Medium
546,Software bug,Cancellation request,Technical issue,Medium,Low
547,Installation support,Technical issue,Product inquiry,High,High
548,Software bug,Refund request,Technical issue,Low,Critical
549,Refund request,Refund request,Cancellation request,Low,High
550,Installation support,Technical issue,Cancellation request,Low,Low
551,Product recommendation,Cancellation request,Cancellation request,Low,Critical
552,Display issue,Technical issue,Billing inquiry,Critical,Critical
553,Cancellation request,Technical issue,Technical issue,Critical,High
554,Product setup,Billing inquiry,Billing inquiry,High,Critical
555,Refund request,Product inquiry,Product inquiry,Critical,Critical
556,Installation support,Billing inquiry,Billing inquiry,Critical,Critical
557,Display issue,Cancellation request,Cancellation request,Low,Low
558,Product compatibility,Cancellation request,Cancellation request,Medium,High
559,Peripheral compatibility,Product inquiry,Refund request,Critical,Critical
560,Display issue,Cancellation request,Technical issue,Low,High
561,Display issue,Technical issue,Technical issue,Critical,High
562,Network problem,Technical issue,Technical issue,Medium,Medium
563,Delivery problem,Technical issue,Technical issue,Medium,Medium
564,Battery life,Billing inquiry,Billing inquiry,Low,Low
565,Cancellation request,Cancellation request,Product inquiry,High,High
566,Peripheral compatibility,Billing inquiry,Billing inquiry,Low,Medium
567,Installation support,Product inquiry,Product inquiry,Low,Low
568,Peripheral compatibility,Billing inquiry,Billing inquiry,High,High
569,Network problem,Product inquiry,Technical issue,Low,High
570,Payment issue,Cancellation request,Refund request,Critical,Low
571,Refund request,Product inquiry,Product inquiry,Low,Critical
572,Network problem,Billing inquiry,Technical issue,Low,Medium
573,Product recommendation,Product inquiry,Billing inquiry,Low,Low
574,Network problem,Cancellation request,Refund request,Critical,Low
575,Network problem,Billing inquiry,Billing inquiry,Medium,Low
576,Data loss,Billing inquiry,Refund request,Low,Critical
577,Account access,Product inquiry,Billing inquiry,Low,Low
578,Software bug,Billing inquiry,Billing inquiry,High,Medium
579,Product compatibility,Technical issue,Technical issue,Medium,Medium
580,Software bug,Technical issue,Technical issue,Medium,Low
581,Software bug,Cancellation request,Refund request,Critical,Medium
582,Installation support,Refund request,Refund request,Low,High
583,Cancellation request,Cancellation request,Refund request,High,Medium
584,Display issue,Cancellation request,Cancellation request,High,High
585,Battery life,Cancellation request,Refund request,Critical,Medium
586,Product setup,Refund request,Product inquiry,Critical,Critical
587,Hardware issue,Refund request,Product inquiry,Critical,Critical
588,Product recommendation,Refund request,Refund request,Medium,Low
589,Peripheral compatibility,Billing inquiry,Cancellation request,Critical,Medium
590,Data loss,Technical issue,Technical issue,High,High
591,Refund request,Refund request,Product inquiry,Low,Critical
592,Product compatibility,Refund request,Product inquiry,Medium,Medium
593,Payment issue,Technical issue,Technical issue,Critical,Critical
594,Product compatibility,Technical issue,Technical issue,Low,Low
595,Product setup,Billing inquiry,Billing inquiry,High,Medium
596,Payment issue,Cancellation request,Cancellation request,Low,High
597,Data loss,Cancellation request,Cancellation request,Critical,Medium
598,Cancellation request,Technical issue,Technical issue,High,High
599,Account access,Technical issue,Technical issue,Critical,Medium
600,Product setup,Technical issue,Technical issue,High,High
601,Installation support,Billing inquiry,Billing inquiry,Low,Low
602,Account access,Technical issue,Technical issue,High,High
603,Delivery problem,Billing inquiry,Billing inquiry,Critical,Low
604,Refund request,Refund request,Cancellation request,Critical,Critical
605,Installation support,Product inquiry,Product inquiry,Critical,Low
606,Payment issue,Billing inquiry,Billing inquiry,Low,High
607,Product compatibility,Cancellation request,Cancellation request,Low,Low
608,Software bug,Refund request,Cancellation request,Low,Critical
609,Refund request,Technical issue,Cancellation request,Critical,Critical
610,Data loss,Refund request,Refund request,Medium,Medium
611,Delivery problem,Cancellation request,Cancellation request,Low,Low
612,Network problem,Product inquiry,Product inquiry,Medium,Critical
613,Cancellation request,Refund request,Refund request,Medium,Medium
614,Network problem,Refund request,Billing inquiry,Low,Critical
615,Software bug,Technical issue,Cancellation request,Medium,Medium
616,Account access,Cancellation request,Refund request,Low,Low
617,Installation support,Product inquiry,Billing inquiry,Medium,Medium
618,Account access,Product inquiry,Billing inquiry,Low,Low
619,Account access,Product inquiry,Product inquiry,High,Medium
620,Refund request,Technical issue,Cancellation request,Low,Medium
621,Hardware issue,Billing inquiry,Product inquiry,Low,Low
622,Account access,Product inquiry,Product inquiry,Medium,Medium
623,Payment issue,Cancellation request,Cancellation request,High,High
624,Software bug,Technical issue,Technical issue,Critical,Medium
625,Account access,Billing inquiry,Billing inquiry,Medium,Medium
626,Product recommendation,Billing inquiry,Billing inquiry,Low,Critical
627,Product compatibility,Technical issue,Technical issue,Critical,High
628,Hardware issue,Billing inquiry,Billing inquiry,High,Medium
629,Hardware issue,Billing inquiry,Billing inquiry,High,High
630,Installation support,Product inquiry,Refund request,Critical,Critical
631,Installation support,Refund request,Billing inquiry,Medium,Medium
632,Product recommendation,Cancellation request,Technical issue,Low,High
633,Battery life,Cancellation request,Cancellation request,Critical,Low
634,Account access,Product inquiry,Product inquiry,Low,Low
635,Data loss,Cancellation request,Cancellation request,Medium,Critical
636,Data loss,Cancellation request,Cancellation request,Medium,Medium
637,Cancellation request,Cancellation request,Product inquiry,Critical,Medium
638,Hardware issue,Product inquiry,Technical issue,Low,Low
639,Delivery problem,Product inquiry,Technical issue,Critical,Critical
640,Data loss,Refund request,Refund request,High,Critical
641,Hardware issue,Technical issue,Billing inquiry,Low,High
642,Peripheral compatibility,Billing inquiry,Billing inquiry,Critical,Critical
643,Display issue,Billing inquiry,Technical issue,High,Medium
644,Network problem,Cancellation request,Cancellation request,Critical,High
645,Refund request,Refund request,Refund request,Medium,Critical
646,Refund request,Refund request,Cancellation request,Low,Critical
647,Peripheral compatibility,Cancellation request,Technical issue,Medium,Medium
648,Installation support,Product inquiry,Billing inquiry,Low,Low
649,Cancellation request,Refund request,Cancellation request,Medium,Medium
650,Network problem,Technical issue,Technical issue,Critical,Low
651,Installation support,Technical issue,Technical issue,High,High
652,Product recommendation,Product inquiry,Refund request,High,High
653,Installation support,Cancellation request,Cancellation request,Low,Low
654,Display issue,Billing inquiry,Refund request,Critical,Critical
655,Software bug,Refund request,Refund request,High,High
656,Software bug,Refund request,Technical issue,High,Low
657,Product recommendation,Refund request,Refund request,Critical,Critical
658,Cancellation request,Technical issue,Technical issue,High,Medium
659,Refund request,Product inquiry,Billing inquiry,Low,Critical
660,Product setup,Refund request,Refund request,Medium,Medium
661,Data loss,Product inquiry,Product inquiry,Medium,Critical
662,Battery life,Technical issue,Refund request,Medium,Medium
663,Data loss,Billing inquiry,Billing inquiry,High,Critical
664,Refund request,Product inquiry,Product inquiry,Medium,Medium
665,Product setup,Product inquiry,Product inquiry,Low,Low
666,Installation support,Cancellation request,Billing inquiry,Medium,Medium
667,Display issue,Technical issue,Cancellation request,Critical,High
668,Account access,Refund request,Technical issue,Critical,Medium
669,Peripheral compatibility,Technical issue,Product inquiry,Low,Medium
670,Product recommendation,Cancellation request,Cancellation request,Low,Medium
